entity_name,type,dimensions,source_url,scraped_at
MSC MIRJAMContainer Ship,2016,400 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590054+00:00
MSC RIFAYAContainer Ship,2017,400 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590078+00:00
MSC INGYContainer Ship,2016,400 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590102+00:00
MSC ZOEContainer Ship,2015,395 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590124+00:00
MSC OLIVERContainer Ship,2015,395 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590146+00:00
MSC SVEVAContainer Ship,2015,395 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590168+00:00
MSC OSCARContainer Ship,2014,395 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590190+00:00
MSC CLARAContainer Ship,2015,396 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590213+00:00
MSC MAYAContainer Ship,2015,395 / 59,https://www.vesselfinder.com/vessels?page=14,2026-02-10 08:25:47.590235+00:00
KHALIJ-E-FARSFSO,2011,335 / 60,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808820+00:00
ICHTHYS VENTUREROffshore Support Vessel,2017,336 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808843+00:00
YUUM KAK NAABOffshore Support Vessel,1981,340 / 65,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808855+00:00
FPSO MDDCOffshore Support Vessel,2005,330 / 60,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808866+00:00
CSCL GLOBEContainer Ship,2014,400 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808878+00:00
CSCL ATLANTIC OCEANContainer Ship,2015,400 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808889+00:00
CSCL PACIFIC OCEANContainer Ship,2014,400 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808899+00:00
CSCL INDIAN OCEANContainer Ship,2015,400 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808910+00:00
CSCL ARCTIC OCEANContainer Ship,2015,400 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808921+00:00
MSC ANNAContainer Ship,2016,400 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808932+00:00
MSC VIVIANAContainer Ship,2017,400 / 59,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808942+00:00
COSTA TOSCANAPassenger (Cruise) Ship,2021,337 / 42,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808952+00:00
ARVIAPassenger (Cruise) Ship,2022,344 / 54,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808963+00:00
COSTA SMERALDAPassenger (Cruise) Ship,2019,337 / 42,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808973+00:00
IONAPassenger (Cruise) Ship,2020,344 / 42,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808984+00:00
MSC EURIBIAPassenger (Cruise) Ship,2023,331 / 43,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.808994+00:00
AIDANOVAPassenger (Cruise) Ship,2018,325 / 42,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.809004+00:00
AIDACOSMAPassenger (Cruise) Ship,2021,337 / 42,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.809015+00:00
CARNIVAL CELEBRATIONPassenger (Cruise) Ship,2022,345 / 42,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.809025+00:00
CARNIVAL JUBILEEPassenger (Cruise) Ship,2023,346 / 42,https://www.vesselfinder.com/vessels?page=15,2026-02-10 08:25:50.809035+00:00
